Item,ID_Calle,Nombre_Calle,ID_Calle_Origen,ID_Calle_Final,ID_Origen_intereccion,ID_Final_Interseccion,distancia_Km,velocidad,Costo1,Costo2,Latitud_Origen_Interseccion,Longitud_Origen_Interseccion,Latitud_Destino_Interseccion,Longitud_Destino_Interseccion
47,4827829,Alfonso Ugarte,2397243489,2397243477,26831,37013,0.0161986,60,0.00027,0.00027,-12.0414592,-77.0430441,-12.0413142,-77.0430584
48,4827829,Alfonso Ugarte,2397243477,31035152,37013,12,0.1028857,60,0.0017148,0.0017148,-12.0413142,-77.0430584,-12.0404055,-77.0432194
53,4827832,Alfonso Ugarte,31035159,309998239,13,15,0.2841521,70,0.0040593,0.0040593,-12.040437,-77.0433858,-12.0429803,-77.0431366
54,4827838,Alfonso Ugarte,309998242,31035152,16,12,0.2843093,70,0.0040616,0.0040616,-12.0429513,-77.0429851,-12.0404055,-77.0432194
55,4827843,Plaza Francisco Bolognesi,2053915269,107774936,17,93168,0.0142102,70,0.000203,1000000,-12.0596939,-77.0415471,-12.0597048,-77.0416773
56,4827843,Plaza Francisco Bolognesi,107774936,107774938,93168,8,0.0117283,70,0.0001675,1000000,-12.0597048,-77.0416773,-12.0597402,-77.0417789
57,4827843,Plaza Francisco Bolognesi,107774938,107774940,8,3765,0.0419663,70,0.0005995,1000000,-12.0597402,-77.0417789,-12.0600042,-77.0420464
58,4827843,Plaza Francisco Bolognesi,107774940,107774941,3765,12773,0.0151546,70,0.0002165,1000000,-12.0600042,-77.0420464,-12.0601274,-77.042106
59,4827843,Plaza Francisco Bolognesi,107774941,309998790,12773,3451,0.0537185,70,0.0007674,1000000,-12.0601274,-77.042106,-12.060592,-77.0419873
60,4827843,Plaza Francisco Bolognesi,309998790,1943098867,3451,91660,0.0093616,70,0.0001337,1000000,-12.060592,-77.0419873,-12.0606399,-77.0419165
61,4827843,Plaza Francisco Bolognesi,1943098867,1943098942,91660,91696,0.0070725,70,0.000101,1000000,-12.0606399,-77.0419165,-12.0606707,-77.0418596
62,4827843,Plaza Francisco Bolognesi,1943098942,107774945,91696,3725,0.0083748,70,0.0001196,1000000,-12.0606707,-77.0418596,-12.060712,-77.0417952
63,4827843,Plaza Francisco Bolognesi,107774945,107774948,3725,3726,0.0516912,70,0.0007384,1000000,-12.060712,-77.0417952,-12.0607307,-77.0413332
64,4827843,Plaza Francisco Bolognesi,107774948,107774949,3726,3729,0.0163757,70,0.0002339,1000000,-12.0607307,-77.0413332,-12.0606567,-77.041203
65,4827843,Plaza Francisco Bolognesi,107774949,107774952,3729,231,0.0475607,70,0.0006794,1000000,-12.0606567,-77.041203,-12.0602924,-77.0409936
66,4827843,Plaza Francisco Bolognesi,107774952,1856633207,231,230,0.0236399,70,0.0003377,1000000,-12.0602924,-77.0409936,-12.0600813,-77.0410124
67,4827843,Plaza Francisco Bolognesi,1856633207,107774957,230,20253,0.0391862,70,0.0005598,1000000,-12.0600813,-77.0410124,-12.0597955,-77.0412134
68,4827843,Plaza Francisco Bolognesi,107774957,107774958,20253,9,0.0244624,70,0.0003495,1000000,-12.0597955,-77.0412134,-12.0597176,-77.0414237
69,4827843,Plaza Francisco Bolognesi,107774958,2053915269,9,17,0.013675,70,0.0001954,1000000,-12.0597176,-77.0414237,-12.0596939,-77.0415471
70,4827844,Alfonso Ugarte,31035152,31035185,12,22,0.032881,70,0.0004697,1000000,-12.0404055,-77.0432194,-12.0401117,-77.0432537
71,4827844,Alfonso Ugarte,31035185,31035182,22,18,0.0744192,70,0.0010631,1000000,-12.0401117,-77.0432537,-12.0394442,-77.0433034
72,4827845,Puente Del Ejercito,31035181,31035183,19,20,0.0974909,70,0.0013927,1000000,-12.0385756,-77.0435026,-12.0394508,-77.0434492
73,4827846,Alfonso Ugarte,31035183,31035159,20,13,0.1098769,70,0.0015697,1000000,-12.0394508,-77.0434492,-12.040437,-77.0433858
74,4827847,Puente Del Ejercito,31035182,31035180,18,21,0.0980053,70,0.0014001,1000000,-12.0394442,-77.0433034,-12.0385665,-77.0433857
75,4827849,Vicente Morales Duarez,31035185,31035188,22,39036,0.1175823,40,0.0029396,0.0029396,-12.0401117,-77.0432537,-12.0391213,-77.0432921
76,4827849,Vicente Morales Duarez,31035188,31035189,39036,24,0.0501762,40,0.0012544,0.0012544,-12.0391213,-77.0432921,-12.0391632,-77.0437515
77,4827849,Vicente Morales Duarez,31035189,31035190,24,33935,0.1810788,40,0.004527,0.004527,-12.0391632,-77.0437515,-12.0392703,-77.045413
78,4827849,Vicente Morales Duarez,31035190,915282203,33935,20381,0.0982214,40,0.0024555,0.0024555,-12.0392703,-77.045413,-12.0391127,-77.0463017
79,4827849,Vicente Morales Duarez,915282203,915282184,20381,20480,0.0436569,40,0.0010914,0.0010914,-12.0391127,-77.0463017,-12.0390045,-77.0466876
80,4827849,Vicente Morales Duarez,915282184,915282434,20480,20423,0.0340151,40,0.0008504,0.0008504,-12.0390045,-77.0466876,-12.0389009,-77.0469819
81,4827849,Vicente Morales Duarez,915282434,915282565,20423,20540,0.031001,40,0.000775,0.000775,-12.0389009,-77.0469819,-12.0388141,-77.0472528
82,4827849,Vicente Morales Duarez,915282565,1850885633,20540,90804,0.0089938,40,0.0002248,0.0002248,-12.0388141,-77.0472528,-12.038775,-77.0473252
83,4827849,Vicente Morales Duarez,1850885633,915282251,90804,20429,0.0311034,40,0.0007776,0.0007776,-12.038775,-77.0473252,-12.0386386,-77.0475749
84,4827849,Vicente Morales Duarez,915282251,1273873869,20429,31230,0.0259715,40,0.0006493,0.0006493,-12.0386386,-77.0475749,-12.0385001,-77.0477672
85,4827849,Vicente Morales Duarez,1273873869,1273832462,31230,40035,0.1138706,40,0.0028468,0.0028468,-12.0385001,-77.0477672,-12.037907,-77.0486208
86,4827849,Vicente Morales Duarez,1273832462,1038173149,40035,20930,0.0417253,40,0.0010431,0.0010431,-12.037907,-77.0486208,-12.0377422,-77.0489655
87,4827849,Vicente Morales Duarez,1038173149,1038172927,20930,20861,0.1094539,40,0.0027363,0.0027363,-12.0377422,-77.0489655,-12.0375013,-77.0499369
88,4827849,Vicente Morales Duarez,1038172927,1273973301,20861,42858,0.0464032,40,0.0011601,0.0011601,-12.0375013,-77.0499369,-12.0374536,-77.0503608
89,4827849,Vicente Morales Duarez,1273973301,2397317879,42858,94628,0.045089,40,0.0011272,0.0011272,-12.0374536,-77.0503608,-12.037392,-77.0507706
90,4827849,Vicente Morales Duarez,2397317879,1038173154,94628,20907,0.0464696,40,0.0011617,0.0011617,-12.037392,-77.0507706,-12.0373606,-77.0511967
91,4827849,Vicente Morales Duarez,1038173154,1273697649,20907,31491,0.0183552,40,0.0004589,0.0004589,-12.0373606,-77.0511967,-12.0373411,-77.0513643
92,4827849,Vicente Morales Duarez,1273697649,2397317891,31491,94637,0.0153358,40,0.0003834,0.0003834,-12.0373411,-77.0513643,-12.0373272,-77.0515046
93,4827849,Vicente Morales Duarez,2397317891,1273901467,94637,35587,0.040247,40,0.0010062,0.0010062,-12.0373272,-77.0515046,-12.0372907,-77.0518728
94,4827849,Vicente Morales Duarez,1273901467,1038173035,35587,20939,0.022307,40,0.0005577,0.0005577,-12.0372907,-77.0518728,-12.0372606,-77.0520756
95,4827849,Vicente Morales Duarez,1038173035,1038172972,20939,20887,0.3524153,40,0.0088104,0.0088104,-12.0372606,-77.0520756,-12.0369201,-77.0552974
96,4827849,Vicente Morales Duarez,1038172972,1038172985,20887,20220,0.1313038,40,0.0032826,0.0032826,-12.0369201,-77.0552974,-12.0367583,-77.0564924
97,4827849,Vicente Morales Duarez,1038172985,1038172995,20220,20889,0.1503222,40,0.0037581,0.0037581,-12.0367583,-77.0564924,-12.0365066,-77.0578505
98,4827849,Vicente Morales Duarez,1038172995,31036638,20889,20872,0.138089,40,0.0034522,0.0034522,-12.0365066,-77.0578505,-12.0362755,-77.0590981
99,4827849,Vicente Morales Duarez,31036638,1038173045,20872,20867,0.0378269,40,0.0009457,0.0009457,-12.0362755,-77.0590981,-12.036219,-77.0594411
100,4827849,Vicente Morales Duarez,1038173045,31036639,20867,20525,0.1476881,40,0.0036922,0.0036922,-12.036219,-77.0594411,-12.0359985,-77.0607803
101,4827849,Vicente Morales Duarez,31036639,1038173039,20525,20822,0.1403296,40,0.0035082,0.0035082,-12.0359985,-77.0607803,-12.0358234,-77.0620582
102,4827849,Vicente Morales Duarez,1038173039,1038173044,20822,20825,0.095163,40,0.0023791,0.0023791,-12.0358234,-77.0620582,-12.0357047,-77.0629248
103,4827849,Vicente Morales Duarez,1038173044,1273840659,20825,40566,0.0634979,40,0.0015874,0.0015874,-12.0357047,-77.0629248,-12.0356381,-77.0635047
104,4827849,Vicente Morales Duarez,1273840659,1038173115,40566,20912,0.0311573,40,0.0007789,0.0007789,-12.0356381,-77.0635047,-12.0355926,-77.0637874
105,4827849,Vicente Morales Duarez,1038173115,306072587,20912,23,0.1122507,40,0.0028063,0.0028063,-12.0355926,-77.0637874,-12.035446,-77.0648086
106,4827850,Alfonso Ugarte,31035189,31035161,24,25,0.2517225,50,0.0050345,0.0050345,-12.0391632,-77.0437515,-12.0412894,-77.0433946
107,4827860,Circunvalacion,31035237,31035238,26,29,0.0654825,50,0.0013096,0.0013096,-12.0376999,-77.0429004,-12.0376438,-77.042301
108,4827860,Circunvalacion,31035238,31035239,29,30610,0.0551753,50,0.0011035,0.0011035,-12.0376438,-77.042301,-12.037488,-77.0418193
